CLUES,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,REGION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,MUNICIPIO,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,NOMBRE TIPO ESTABLECIMIENTO,CLAVE TIPO DE VIALIDAD,TIPO DE VIALIDAD,VIALIDAD,NUMERO EXTERIOR,NUMERO INTERIOR,CLAVE TIPO DE ASENTAMIENTO,TIPO DE ASENTAMIENTO,ASENTAMIENTO,CODIGO POSTAL,REFERENCIAS DEL DOMICILIO,TELEFONO 1 DEL ESTABLECIMIENTO,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE TIPO OBRA,TIPO OBRA,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,OBSERVACIONES AL REGISTRO,LATITUD,LONGITUD
CSIMB005454,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN CRISTOBAL DE LAS CASAS,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,5,CALLE,19 DE JULIO,SIN NÚMERO,,16,FRACCIONAMIENTO,SANTA MARÍA,29240,"19 DE JULIO S/N, FRACC. SANTA MARIA",9191617096,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.746074,-92.655103
CSIMB005466,TUXTLA (U.N.E.M.E. CRÓNICO DEGENERATIVOS),TUXTLA (U.N.E.M.E. CRÓNICO DEGENERATIVOS),TUXTLA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,DE CONSULTA EXTERNA,3,AVENIDA,PRESA MAZATEPEC,SIN NÚMERO,,7,COLONIA,LAS PALMAS,29000,"CALZ. SAMUEL LEON BRINDIS S/N, COL. LAS PALMAS",9651039745,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.7496,-93.1004
CSIMB005471,LAS PALMERAS,LAS PALMERAS,TAPACHULA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,TAPACHULA,LAS PALMERAS,7,TAPACHULA,DE CONSULTA EXTERNA,3,AVENIDA,NORBERTO DE GYVES CORDOVA,SIN NÚMERO,,7,COLONIA,LAS PALMERAS,30785,A LADO DE LA ESC. TELESECUNDARIA,9161166171,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",14.867381,-92.275266
CSIMB005483,H. B. C.  DR. RAFAEL ALFARO GONZÁLEZ PIJIJIAPAN,H. B. C. DR. RAFAEL ALFARO GONZÁLEZ PIJIJIAPAN,TONALA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PIJIJIAPAN,PIJIJIAPAN,8,TONALÁ,DE HOSPITALIZACIÓN,24,CARRETERA,SAN JUAN,SIN NÚMERO,,3,BARRIO,LOS PINOS,30540,CARR. SAN JUAN BARRIO LOS PINOS S/N,9321692743,SEGUNDO NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.6710722,-93.2117136
CSIMB005495,H. B. C. DE TEOPISCA,H. B. C. DE TEOPISCA,SAN CRISTOBAL DE LAS CASAS,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,TEOPISCA,TEOPISCA,2,SAN CRISTÓBAL DE LAS CASAS,DE HOSPITALIZACIÓN,5,CALLE,GUSTAVO DÍAZ ORDAZ,2,,3,BARRIO,SAN ANTONIO,29410,PROL. GUSTAVO DIAZ ORDAZ A UN COSTADO DEL COLEGIO DE BACHILLERES. PLANTEL 24,9666630687,SEGUNDO NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.554808,-92.475661
CSIMB005500,HOSPITAL DE LAS CULTURAS SAN CRISTOBAL DE LAS CASAS,HOSPITAL DE LAS CULTURAS SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS,2,SAN CRISTÓBAL DE LAS CASAS,DE HOSPITALIZACIÓN,4,BOULEVARD,JAVIER LÓPEZ MORENO,SIN NÚMERO,,3,BARRIO,FÁTIMA,29264,EJE VÍAL NO. 1 ESQ. BLVR. JAVIER LÓPEZ MORENO,4432056216,SEGUNDO NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.723703,-92.652269
CSIMB005512,HOSPITAL DE LA MUJER COMITÁN,HOSPITAL DE LA MUJER COMITÁN,COMITAN,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ,3,COMITÁN,DE HOSPITALIZACIÓN,24,CARRETERA,INTERNACIONAL ZONA SUR ORIENTE QUINTA SAN CARALAMPIO,SIN NÚMERO,,27,RANCHERÍA,CHICHIMA ACAPETAHUA,30093,"CARR. INTERNACIONAL ZONA SUR ORIENTE, DENOMINADA RANCHERIA CHICHIMÁ ACAPETAHUA, QUINTA SAN CARALAMPIO",9191324821,SEGUNDO NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.207545,-92.106986
CSIMB005524,H. B. C. DE FRONTERA COMALAPA,H. B. C. DE FRONTERA COMALAPA,EL PORVENIR,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,FRONTERA COMALAPA,FRONTERA COMALAPA,3,COMITÁN,DE HOSPITALIZACIÓN,24,CARRETERA,FRONTERA COMALAPA-PASO HONDO,SIN NÚMERO,,3,BARRIO,VISTA HERMOSA,30140,CARR. FRONTERA COMALAPA - PASO HONDO,9676724403,SEGUNDO NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.667289,-92.1326
CSIMB005536,H. B. C. DE CHALCHIHUITÁN,H. B. C. DE CHALCHIHUITÁN,CHAMULA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHALCHIHUITAN,CHALCHIHUITAN,2,SAN CRISTÓBAL DE LAS CASAS,DE HOSPITALIZACIÓN,16,PEATONAL,CERCA DEL PANTEÓN,SIN NÚMERO,,25,PUEBLO,CHALCHIHUITÁN,29850,CERCA DEL PANTEÓN,9671141999,SEGUNDO NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.957888,-92.619907
CSIMB005541,CENTRO DE SALUD MICROREGIONAL CHABAN,CENTRO DE SALUD MICROREGIONAL CHABAN,OCOSINGO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHILON,CHABAN,9,OCOSINGO,DE CONSULTA EXTERNA,24,CARRETERA,SIN NOMBRE,SIN NÚMERO,,27,RANCHERÍA,CHABAN,29949,120 MTS DE LA SALIDA DE SAN GABRIEL,9617012564,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,4,IRREGULAR,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.215716,-92.122202
CSIMB005553,CENTRO DE SALUD MICROREGIONAL MUQUENAL,CENTRO DE SALUD MICROREGIONAL MUQUENAL,OCOSINGO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHILON,MUQUENAL,9,OCOSINGO,DE CONSULTA EXTERNA,24,CARRETERA,ocosingo -palenque,SIN NÚMERO,,13,EJIDO,SIN NOMBRE,29940,A UN COSTADO DE LA ESCUELA PRIMARIA BILINGÜE,9611946142,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,4,IRREGULAR,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.137236,-92.131189
CSIMB005565,CENTRO DE SALUD MICROREGIONAL CARMEN XAQUILA,CENTRO DE SALUD MICROREGIONAL CARMEN XAQUILA,YAJALON,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHILON,CARMEN XAQUILA,9,OCOSINGO,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,SIN NÚMERO,,27,RANCHERÍA,CARMEN XAQUILA,29948,A UN COSTADO DE LA ESCUELA PRIMARIA,,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,4,IRREGULAR,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.069832,-92.287004
CSIMB005570,CENTRO DE SALUD MICROREGIONAL EL EDEN,CENTRO DE SALUD MICROREGIONAL EL EDEN,OCOSINGO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHILON,EL EDEN,9,OCOSINGO,DE CONSULTA EXTERNA,23,CAMINO,A GUAQUITEPEC,SIN NÚMERO,,27,RANCHERÍA,SIN NOMBRE,29940,CAMINO DE TERRACERÍA RUMBO A GUAQUITEPEC,9611930738,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,4,IRREGULAR,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.981303,-92.256206
CSIMB005582,HOSPITAL GENERAL BICENTENARIO VILLAFLORES,HOSPITAL GENERAL BICENTENARIO VILLAFLORES,VILLAFLORES,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,VILLAFLORES,VILLAFLORES,4,VILLAFLORES,DE HOSPITALIZACIÓN,24,CARRETERA,TUXTLA GUTIÉRREZ-VILLAFLORES KM. 87,SIN NÚMERO,,28,RANCHO,BELLAVISTA,30476,"CARRETERA TUXTLA GUTIÉRREZ-VILLAFLORES, RANCHO BELLA VISTA, KM. 87",9616495137,SEGUNDO NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.258402,-93.265141
CSIMB005594,CENTRO DE SALUD MACAYO 3A. SECCIÓN,CENTRO DE SALUD MACAYO 3A. SECCIÓN,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,REFORMA,MACAYO 3RA. SECCION,5,PICHUCALCO,DE CONSULTA EXTERNA,24,CARRETERA,A HUIMANGUILLO,SIN NÚMERO,,27,RANCHERÍA,MACAYO 3RA SECC,29509,CERCA DE LA ESCUELA PRIMARIA,9161210315,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.936276,-93.301697
CSIMB005606,CENTRO DE SALUD  LAGUNA GRANDE,CENTRO DE SALUD LAGUNA GRANDE,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PANTEPEC,LAGUNA GRANDE,5,PICHUCALCO,DE CONSULTA EXTERNA,23,CAMINO,LAGUNA GRANDE,SIN NÚMERO,,13,EJIDO,LAGUNA GRANDE,29667,A UN COSTADO DEL JARDÍN DE NIÑOS,9186445115,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.248359,-93.083336
CSIMB005611,CENTRO DE SALUD VILLA LUZ,CENTRO DE SALUD VILLA LUZ,SIMOJOVEL,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,HUITIUPAN,VILLA LUZ,5,PICHUCALCO,DE CONSULTA EXTERNA,23,CAMINO,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,VILLA LUZ,29715,A UN COSTADO DE LA CANCHA EJIDAL,5551505410,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.2807,-92.7191
CSIMB005623,CENTRO DE SALUD RURAL NUEVA SABANILLA,CENTRO DE SALUD RURAL NUEVA SABANILLA,COMITAN,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,MARAVILLA TENEJAPA,NUEVA SABANILLA,3,COMITÁN,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,NUEVA SABANILLA,30182,RUMBO A LA CARRETERA NUEVA ESPERANZA A 200 MTS.,9616170700,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.263056,-91.222222
CSIMB005635,LAS LIMAS,LAS LIMAS,CHAMULA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PANTELHO,LAS LIMAS,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,SIN NÚMERO,,7,COLONIA,LAS LIMAS,29884,A UN COSTADO DE LA CARRETERA A 500 MTS DEL RÍO GRANDE,,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.077023,-92.487644
CSIMB005640,MACVILHO,MACVILHO,CHAMULA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHAMULA,MACVILHO,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,5,CALLE,BARRIO CENTRO,SIN NÚMERO,,21,PARAJE,MACVILHO,29336,ATRÁS DE LA ESCUELA PRIMARIA,9672400736,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.857465,-92.693602
CSIMB005652,ICO,ICO,CHAMULA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,ALDAMA,ICO,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,SIN NÚMERO,,27,RANCHERÍA,ICO,29879,A UN COSTADO DE LA AGENCIA MUNICIPAL,9191067152,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.915118,-92.711177
CSIMB005664,CHILIMJOVELTIC,CHILIMJOVELTIC,SAN CRISTOBAL DE LAS CASAS,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHAMULA,CHILIMJOVELTIC,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,24,CARRETERA,CHILIMJOVELTIC,SIN NÚMERO,,7,COLONIA,CHILIMJOVELTIC,29328,A UN COSTADO DE LA ESCUELA PRIMARIA,9612332084,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.779392,-92.582007
CSIMB005676,TZIMOL,TZIMOL,COMITAN,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,TZIMOL,TZIMOL,3,COMITÁN,DE CONSULTA EXTERNA,24,CARRETERA,COMITAN-PIJILTIC KM. 13,SIN NÚMERO,,3,BARRIO,MACMANTIC,30110,"CARRETERA COMITAN-PIJILTIC KM 13 Y ESQ. BLVD BENITO JUÁREZ S/N, COL. BARRIO MACMANTIC",9611423988,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.172232,-92.1956
CSIMB005681,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COMITÁN DE DOMÍNGUEZ,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COMITÁN DE DOMÍNGUEZ,COMITAN,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ,3,COMITÁN,DE CONSULTA EXTERNA,4,BOULEVARD,TENAM,SIN NÚMERO,,16,FRACCIONAMIENTO,ARBOLEDAS,30068,"BOULEVARD TENAM S/N Y CALLE ENCINOS, COL. FRACC. ARBOLEDAS",9671131701,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.236272,-92.154946
CSIMB005693,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES FRONTERA COMALAPA,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES FRONTERA COMALAPA,EL PORVENIR,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,FRONTERA COMALAPA,FRONTERA COMALAPA,3,COMITÁN,DE CONSULTA EXTERNA,19,PROLONGACIÓN,DE LA 5A. AVENIDA PONIENTE NORTE,SIN NÚMERO,,7,COLONIA,SAN FRANCISCO LA AURORA,30140,ATRÁS DE LA AGENCIA DEL MINISTERIO PÚBLICO,9671149737,PRIMER NIVEL,2,URBANO,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",15.667565,-92.132689
CSIMB005705,CARAVANA TIPO 0 TZABALHÓ,CARAVANA TIPO 0 TZABALHÓ,CHAMULA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHENALHO,TZABALHO,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,23,CAMINO,TZABALHO,SIN NÚMERO,,13,EJIDO,TZABALHO,29873,CASA EJIDAL,9614109689,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.936837,-92.61957
CSIMB005710,CARAVANA TIPO 0 NUEVA REFORMA,CARAVANA TIPO 0 NUEVA REFORMA,CHAMULA,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,PANTELHO,NUEVA REFORMA,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,23,CAMINO,NUEVA REFORMA,SIN NÚMERO,,25,PUEBLO,NUEVA REFORMA,29880,,9191357338,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.109848,-92.423671
CSIMB005722,CARAVANA TIPO 0 SAN ANTONIO BALASHILNA,CARAVANA TIPO 0 SAN ANTONIO BALASHILNA,OXCHUC,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,HUIXTAN,SAN ANTONIO BALASHILNA,2,SAN CRISTÓBAL DE LAS CASAS,DE CONSULTA EXTERNA,24,CARRETERA,SAN ANTONIO BALASHILNA,SIN NÚMERO,,25,PUEBLO,SAN ANTONIO BALASHILNA,29470,ENTRE ESCUELA PRIMARIA Y ESCUELA PREESCOLAR,9611816801,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",16.740064,-92.371165
CSIMB005734,CARAVANA TIPO 0 EL DURAZNAL SANTA FE,CARAVANA TIPO 0 EL DURAZNAL SANTA FE,YAJALON,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHILON,EL DURAZNAL SANTA FE,9,OCOSINGO,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,SIN NOMBRE,29940,CASA EJIDAL,9612867104,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.11463,-92.34063
CSIMB005746,CARAVANA TIPO 0 BAWITZ TUTZILTIK,CARAVANA TIPO 0 BAWITZ TUTZILTIK,OCOSINGO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHILON,BAWITZ TUTZILTIK,9,OCOSINGO,DE CONSULTA EXTERNA,6,CALLEJÓN,SIN NOMBRE,SIN NÚMERO,,27,RANCHERÍA,SIN NOMBRE,29940,CASA EJIDAL,9611524802,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.088632,-92.049162
CSIMB005751,CARAVANA TIPO 0 SEGUNDO TZAJALCHÉN,CARAVANA TIPO 0 SEGUNDO TZAJALCHÉN,OCOSINGO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHILON,SEGUNDO TZAJALCHEN,9,OCOSINGO,DE CONSULTA EXTERNA,23,CAMINO,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,SIN NOMBRE,29940,CASA EJIDAL,9661032387,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.171406,-92.004213
CSIMB005763,CARAVANA TIPO 0 PARAÍSO CHICOTÁNIL,CARAVANA TIPO 0 PARAÍSO CHICOTÁNIL,YAJALON,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,SITALA,PARAISO CHICOTANIL,9,OCOSINGO,DE CONSULTA EXTERNA,23,CAMINO,Paraiso chicotanil,SIN NÚMERO,,27,RANCHERÍA,SIN NOMBRE,29890,CASA EJIDAL,9626251304,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.011341,-92.344438
CSIMB005775,CARAVANA TIPO 0 YOCHIBJÁ,CARAVANA TIPO 0 YOCHIBJÁ,OCOSINGO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHILON,YOCHIBJA,9,OCOSINGO,DE CONSULTA EXTERNA,23,CAMINO,SIN NOMBRE,SIN NÚMERO,,27,RANCHERÍA,SIN NOMBRE,29940,CASA EJIDAL,9612119782,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.151755,-91.891873
CSIMB005780,CARAVANA TIPO 0 UJCAYIL,CARAVANA TIPO 0 UJCAYIL,OCOSINGO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,CHILON,UJCAYIL,9,OCOSINGO,DE CONSULTA EXTERNA,22,NINGUNO,SIN NOMBRE,SIN NÚMERO,,25,PUEBLO,SIN NOMBRE,29940,CASA EJIDAL,9611064003,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,1,PROPIO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.082631,-92.168041
CSIMB005792,CENTRO DE SALUD MICROREGIONAL CERRO JAQUIMA,CENTRO DE SALUD MICROREGIONAL CERRO JAQUIMA,PICHUCALCO,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,OCOTEPEC,CERRO JAQUIMA,1,TUXTLA GUTIERREZ,DE CONSULTA EXTERNA,23,CAMINO,SIN NOMBRE,SIN NÚMERO,,13,EJIDO,CERRO JAQUIMA,29683,A UN LADO DE LA ESCUELA PRIMARIA,9161167321,PRIMER NIVEL,1,RURAL,6,SIN MODIFICACION,5,OTRO,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",17.23955,-93.140478
